,version,group,PID,phase,block,condition,trial,chosen_trial,gain_left,stimulus_left,stimulus_right,painting_left,painting_right,rating_left,rating_right,left_chosen,chosen_obj,unchosen_obj,higher_outcome_chosen,rt,zscored_rt,delta_ratings,zcored_rating_left,zcored_rating_right,zscored_delta_ratings
12792,V1,d09142021,XXIcI,final_decisions,4.0,1.0,120.0,1.0,0.0,56.0,44.0,Clib1n.jpg,Mackb1.jpg,43.0,61.0,0.0,44.0,56.0,1.0,1.2109999999999999,-0.3420733436877533,-18.0,-0.06822933474349885,0.7691306825630769,-0.8373600173065758
12793,V1,d09142021,XXIcI,final_decisions,4.0,0.0,121.0,0.0,0.0,51.0,48.0,Lewic1.jpg,Maca1n.jpg,33.0,50.0,1.0,51.0,48.0,0.0,1.2890000000000001,-0.1241325611147982,-17.0,-0.5334293443582632,0.2574106719868361,-0.7908400163450993
12794,V1,d09142021,XXIcI,final_decisions,4.0,0.0,122.0,1.0,0.0,65.0,31.0,Roha1n.jpg,Picac1.jpg,58.0,63.0,0.0,31.0,65.0,1.0,1.422,0.24748441429806195,-5.0,0.6295706796786475,0.8621706844860297,-0.2326000048073822
12795,V1,d09142021,XXIcI,final_decisions,4.0,0.0,123.0,1.0,1.0,31.0,14.0,Picac1.jpg,Grib1n.jpg,63.0,31.0,1.0,31.0,14.0,1.0,0.966,-1.0266309299746013,32.0,0.8621706844860297,-0.6264693462812161,1.4886400307672458
12796,V1,d09142021,XXIcI,final_decisions,4.0,0.0,124.0,1.0,1.0,62.0,65.0,Mona1n.jpg,Roha1n.jpg,50.0,58.0,1.0,62.0,65.0,1.0,1.34,0.01836718133675011,-8.0,0.2574106719868361,0.6295706796786475,-0.3721600076918114
12797,V1,d09142021,XXIcI,final_decisions,4.0,1.0,125.0,0.0,1.0,35.0,46.0,Gusa1n.jpg,Lewb1n.jpg,36.0,50.0,0.0,46.0,35.0,0.0,0.85,-1.3507479912369451,-14.0,-0.39386934147383373,0.2574106719868361,-0.65128001346067
12798,V1,d09142021,XXIcI,final_decisions,4.0,1.0,126.0,0.0,1.0,57.0,10.0,Lassa1.jpg,Vinb1n.jpg,42.0,34.0,0.0,10.0,57.0,0.0,1.01,-0.9036899757026776,8.0,-0.11474933570497528,-0.4869093433967867,0.37216000769181146
12799,V1,d09142021,XXIcI,final_decisions,4.0,0.0,127.0,1.0,1.0,62.0,32.0,Mona1n.jpg,Kupkb1.jpg,50.0,54.0,1.0,62.0,32.0,1.0,1.345,0.03233774432219568,-4.0,0.2574106719868361,0.4434906758327419,-0.18608000384590573
12800,V1,d09142021,XXIcI,final_decisions,4.0,0.0,128.0,0.0,1.0,48.0,61.0,Maca1n.jpg,Grigb1.jpg,50.0,61.0,0.0,61.0,48.0,0.0,1.0490000000000002,-0.7947195844161999,-11.0,0.2574106719868361,0.7691306825630769,-0.5117200105762407
12801,V1,d09142021,XXIcI,final_decisions,4.0,0.0,129.0,0.0,0.0,51.0,63.0,Lewic1.jpg,Lewia1.jpg,33.0,35.0,0.0,63.0,51.0,1.0,0.875,-1.2808951763097158,-2.0,-0.5334293443582632,-0.4403893424353103,-0.09304000192295286
12802,V1,d09142021,XXIcI,final_decisions,4.0,0.0,130.0,1.0,1.0,39.0,65.0,Kupb1n.jpg,Roha1n.jpg,35.0,58.0,1.0,39.0,65.0,1.0,0.818,-1.440159594343799,-23.0,-0.4403893424353103,0.6295706796786475,-1.0699600221139578
12803,V1,d09142021,XXIcI,final_decisions,4.0,1.0,131.0,1.0,1.0,45.0,56.0,Lasc1n.jpg,Clib1n.jpg,59.0,43.0,1.0,45.0,56.0,1.0,1.4080000000000001,0.2083668379388135,16.0,0.6760906806401241,-0.06822933474349885,0.7443200153836229
12804,V1,d09142021,XXIcI,final_decisions,4.0,0.0,132.0,1.0,0.0,14.0,62.0,Grib1n.jpg,Mona1n.jpg,31.0,50.0,0.0,62.0,14.0,1.0,1.253,-0.22472061461000856,-19.0,-0.6264693462812161,0.2574106719868361,-0.8838800182680522
12805,V1,d09142021,XXIcI,final_decisions,4.0,0.0,133.0,0.0,0.0,2.0,30.0,Dekb1n.jpg,Kraa1n.jpg,33.0,50.0,1.0,2.0,30.0,0.0,1.8430000000000002,1.4238058176726045,-17.0,-0.5334293443582632,0.2574106719868361,-0.7908400163450993
12806,V1,d09142021,XXIcI,final_decisions,4.0,1.0,134.0,1.0,0.0,21.0,45.0,Kupkc1.jpg,Lasc1n.jpg,30.0,59.0,0.0,45.0,21.0,1.0,1.3090000000000002,-0.06825030917301468,-29.0,-0.6729893472426924,0.6760906806401241,-1.3490800278828163
12807,V1,d09142021,XXIcI,final_decisions,4.0,1.0,135.0,0.0,1.0,57.0,53.0,Lassa1.jpg,Macc1n.jpg,42.0,58.0,0.0,53.0,57.0,0.0,1.5930000000000002,0.7252776684003108,-16.0,-0.11474933570497528,0.6295706796786475,-0.7443200153836228
12808,V1,d09142021,XXIcI,final_decisions,4.0,1.0,136.0,1.0,1.0,16.0,56.0,Vincc1.jpg,Clib1n.jpg,35.0,43.0,1.0,16.0,56.0,1.0,1.17,-0.4566319601684099,-8.0,-0.4403893424353103,-0.06822933474349885,-0.37216000769181146
12809,V1,d09142021,XXIcI,final_decisions,4.0,1.0,137.0,1.0,1.0,44.0,21.0,Mackb1.jpg,Kupkc1.jpg,61.0,30.0,1.0,44.0,21.0,1.0,1.107,-0.6326610537850277,31.0,0.7691306825630769,-0.6729893472426924,1.4421200298057697
12810,V1,d09142021,XXIcI,final_decisions,4.0,0.0,138.0,1.0,0.0,32.0,39.0,Kupkb1.jpg,Kupb1n.jpg,54.0,35.0,0.0,39.0,32.0,1.0,1.369,0.09939644665233592,19.0,0.4434906758327419,-0.4403893424353103,0.8838800182680522
12811,V1,d09142021,XXIcI,final_decisions,4.0,1.0,139.0,0.0,0.0,10.0,40.0,Vinb1n.jpg,Vinc1n.jpg,34.0,27.0,,,,,,,7.0,-0.4869093433967867,-0.8125493501271217,0.325640006730335
12812,V1,d09142021,XXIcI,final_decisions,4.0,0.0,140.0,0.0,1.0,63.0,2.0,Lewia1.jpg,Dekb1n.jpg,35.0,33.0,0.0,2.0,63.0,0.0,1.02,-0.8757488497317858,2.0,-0.4403893424353103,-0.5334293443582632,0.09304000192295286
12813,V1,d09142021,XXIcI,final_decisions,4.0,1.0,141.0,1.0,0.0,68.0,44.0,Mondb1.jpg,Mackb1.jpg,33.0,61.0,0.0,44.0,68.0,1.0,1.268,-0.1828089256536706,-28.0,-0.5334293443582632,0.7691306825630769,-1.30256002692134
12814,V1,d09142021,XXIcI,final_decisions,4.0,0.0,142.0,1.0,0.0,14.0,39.0,Grib1n.jpg,Kupb1n.jpg,31.0,35.0,0.0,39.0,14.0,1.0,1.2690000000000001,-0.18001481305658176,-4.0,-0.6264693462812161,-0.4403893424353103,-0.18608000384590567
12815,V1,d09142021,XXIcI,final_decisions,4.0,1.0,143.0,0.0,0.0,46.0,57.0,Lewb1n.jpg,Lassa1.jpg,50.0,42.0,1.0,46.0,57.0,0.0,1.575,0.6749836416527056,8.0,0.2574106719868361,-0.11474933570497528,0.37216000769181146
12816,V1,d09172021,6dDMA,final_decisions,1.0,0.0,0.0,0.0,0.0,18.0,0.0,Krab1n.jpg,Monb1n.jpg,11.0,14.0,1.0,18.0,0.0,0.0,1.88,2.8695555752279662,-3.0,-0.5919732409662218,-0.4813240370473018,-0.11064920391891997
12817,V1,d09172021,6dDMA,final_decisions,1.0,0.0,1.0,1.0,0.0,10.0,17.0,Vinb1n.jpg,Picaa1.jpg,13.0,27.0,0.0,17.0,10.0,1.0,0.569,-1.0131460561434682,-14.0,-0.5182071050202752,-0.0018441533986486927,-0.5163629516216265
12818,V1,d09172021,6dDMA,final_decisions,1.0,0.0,2.0,1.0,0.0,46.0,3.0,Lewb1n.jpg,Klib1n.jpg,25.0,23.0,0.0,3.0,46.0,1.0,0.74,-0.506706712921107,2.0,-0.07561028934459534,-0.149376425290542,0.07376613594594665
12819,V1,d09172021,6dDMA,final_decisions,1.0,0.0,3.0,1.0,1.0,34.0,38.0,Lasb1n.jpg,Krasa1.jpg,17.0,23.0,1.0,34.0,38.0,1.0,0.8029999999999999,-0.3201237969970791,-6.0,-0.3706748331283819,-0.149376425290542,-0.2212984078378399
12820,V1,d09172021,6dDMA,final_decisions,1.0,0.0,4.0,1.0,1.0,3.0,38.0,Klib1n.jpg,Krasa1.jpg,23.0,23.0,1.0,3.0,38.0,1.0,0.535,-1.1138415980707208,0.0,-0.149376425290542,-0.149376425290542,0.0
12821,V1,d09172021,6dDMA,final_decisions,1.0,0.0,5.0,0.0,1.0,0.0,60.0,Monb1n.jpg,Kupc1n.jpg,14.0,14.0,1.0,0.0,60.0,1.0,1.139,0.6749850879310688,0.0,-0.4813240370473018,-0.4813240370473018,0.0
12822,V1,d09172021,6dDMA,final_decisions,1.0,0.0,6.0,0.0,0.0,18.0,21.0,Krab1n.jpg,Kupkc1.jpg,11.0,13.0,1.0,18.0,21.0,0.0,1.881,2.8725172088140623,-2.0,-0.5919732409662218,-0.5182071050202752,-0.07376613594594661
12823,V1,d09172021,6dDMA,final_decisions,1.0,0.0,7.0,1.0,1.0,3.0,10.0,Klib1n.jpg,Vinb1n.jpg,23.0,13.0,1.0,3.0,10.0,1.0,0.563,-1.0309158576600423,10.0,-0.149376425290542,-0.5182071050202752,0.3688306797297333
12824,V1,d09172021,6dDMA,final_decisions,1.0,1.0,8.0,0.0,0.0,42.0,39.0,Mackc1.jpg,Kupb1n.jpg,14.0,12.0,1.0,42.0,39.0,0.0,1.499,1.7411731789255134,2.0,-0.4813240370473018,-0.5550901729932486,0.07376613594594672
12825,V1,d09172021,6dDMA,final_decisions,1.0,0.0,9.0,0.0,1.0,53.0,18.0,Macc1n.jpg,Krab1n.jpg,13.0,11.0,1.0,53.0,18.0,1.0,1.507,1.7648662476142782,2.0,-0.5182071050202752,-0.5919732409662218,0.07376613594594661
12826,V1,d09172021,6dDMA,final_decisions,1.0,1.0,10.0,1.0,0.0,56.0,2.0,Clib1n.jpg,Dekb1n.jpg,11.0,18.0,0.0,2.0,56.0,1.0,0.951,0.11819797374508108,-7.0,-0.5919732409662218,-0.3337917651554086,-0.25818147581081324
12827,V1,d09172021,6dDMA,final_decisions,1.0,1.0,11.0,0.0,1.0,37.0,42.0,Deka1n.jpg,Mackc1.jpg,11.0,14.0,0.0,42.0,37.0,0.0,1.819,2.68889592647613,-3.0,-0.5919732409662218,-0.4813240370473018,-0.11064920391891997
12828,V1,d09172021,6dDMA,final_decisions,1.0,0.0,12.0,0.0,1.0,53.0,60.0,Macc1n.jpg,Kupc1n.jpg,13.0,14.0,1.0,53.0,60.0,1.0,1.065,0.4558242025599884,-1.0,-0.5182071050202752,-0.4813240370473018,-0.03688306797297336
12829,V1,d09172021,6dDMA,final_decisions,1.0,0.0,13.0,1.0,0.0,46.0,17.0,Lewb1n.jpg,Picaa1.jpg,25.0,27.0,0.0,17.0,46.0,1.0,0.846,-0.1927735527949651,-2.0,-0.07561028934459534,-0.0018441533986486927,-0.07376613594594664
12830,V1,d09172021,6dDMA,final_decisions,1.0,1.0,14.0,1.0,0.0,56.0,55.0,Clib1n.jpg,Clia1n.jpg,11.0,12.0,0.0,55.0,56.0,1.0,0.782,-0.3823181023050884,-1.0,-0.5919732409662218,-0.5550901729932486,-0.03688306797297325
12831,V1,d09172021,6dDMA,final_decisions,1.0,0.0,15.0,0.0,0.0,66.0,21.0,Vinca1.jpg,Kupkc1.jpg,33.0,13.0,1.0,66.0,21.0,0.0,1.379,1.3857771485940316,20.0,0.21945425443919125,-0.5182071050202752,0.7376613594594665
12832,V1,d09172021,6dDMA,final_decisions,1.0,1.0,16.0,1.0,0.0,45.0,2.0,Lasc1n.jpg,Dekb1n.jpg,12.0,18.0,0.0,2.0,45.0,1.0,0.665,-0.7288292318782827,-6.0,-0.5550901729932486,-0.3337917651554086,-0.22129840783784
12833,V1,d09172021,6dDMA,final_decisions,1.0,1.0,17.0,0.0,1.0,57.0,42.0,Lassa1.jpg,Mackc1.jpg,18.0,14.0,0.0,42.0,57.0,0.0,1.138,0.6720234543449728,4.0,-0.3337917651554086,-0.4813240370473018,0.14753227189189327
12834,V1,d09172021,6dDMA,final_decisions,1.0,1.0,18.0,1.0,1.0,55.0,45.0,Clia1n.jpg,Lasc1n.jpg,12.0,12.0,1.0,55.0,45.0,1.0,0.894,-0.05061514066237242,0.0,-0.5550901729932486,-0.5550901729932486,0.0
12835,V1,d09172021,6dDMA,final_decisions,1.0,1.0,19.0,1.0,1.0,44.0,56.0,Mackb1.jpg,Clib1n.jpg,15.0,11.0,1.0,44.0,56.0,1.0,0.7170000000000001,-0.5748242854013077,4.0,-0.44444096907432856,-0.5919732409662218,0.14753227189189327
12836,V1,d09172021,6dDMA,final_decisions,1.0,1.0,20.0,0.0,0.0,63.0,39.0,Lewia1.jpg,Kupb1n.jpg,13.0,12.0,0.0,39.0,63.0,1.0,1.594,2.0225283696046032,1.0,-0.5182071050202752,-0.5550901729932486,0.03688306797297336
12837,V1,d09172021,6dDMA,final_decisions,1.0,1.0,21.0,1.0,0.0,45.0,44.0,Lasc1n.jpg,Mackb1.jpg,12.0,15.0,0.0,44.0,45.0,1.0,0.795,-0.3438168656858445,-3.0,-0.5550901729932486,-0.44444096907432856,-0.11064920391892002
12838,V1,d09172021,6dDMA,final_decisions,1.0,1.0,22.0,0.0,1.0,37.0,63.0,Deka1n.jpg,Lewia1.jpg,11.0,13.0,1.0,37.0,63.0,1.0,1.569,1.9484875299522104,-2.0,-0.5919732409662218,-0.5182071050202752,-0.07376613594594661
12839,V1,d09172021,6dDMA,final_decisions,1.0,1.0,23.0,0.0,0.0,64.0,57.0,Vincb1.jpg,Lassa1.jpg,13.0,18.0,0.0,57.0,64.0,1.0,1.617,2.0906459420848034,-5.0,-0.5182071050202752,-0.3337917651554086,-0.18441533986486666
12840,V1,d09172021,6dDMA,final_decisions,1.0,0.0,24.0,1.0,1.0,17.0,38.0,Picaa1.jpg,Krasa1.jpg,27.0,23.0,1.0,17.0,38.0,1.0,0.5489999999999999,-1.0723787278653814,4.0,-0.0018441533986486927,-0.149376425290542,0.1475322718918933
12841,V1,d09172021,6dDMA,final_decisions,1.0,1.0,25.0,0.0,1.0,37.0,64.0,Deka1n.jpg,Vincb1.jpg,11.0,13.0,0.0,64.0,37.0,0.0,1.35,1.2998897745972573,-2.0,-0.5919732409662218,-0.5182071050202752,-0.07376613594594661
12842,V1,d09172021,6dDMA,final_decisions,1.0,1.0,26.0,0.0,0.0,63.0,57.0,Lewia1.jpg,Lassa1.jpg,13.0,18.0,0.0,57.0,63.0,1.0,1.531,1.8359454536805744,-5.0,-0.5182071050202752,-0.3337917651554086,-0.18441533986486666
12843,V1,d09172021,6dDMA,final_decisions,1.0,0.0,27.0,0.0,1.0,21.0,60.0,Kupkc1.jpg,Kupc1n.jpg,13.0,14.0,0.0,60.0,21.0,0.0,1.829,2.7185122623370868,-1.0,-0.5182071050202752,-0.4813240370473018,-0.03688306797297336
12844,V1,d09172021,6dDMA,final_decisions,1.0,0.0,28.0,1.0,1.0,34.0,10.0,Lasb1n.jpg,Vinb1n.jpg,17.0,13.0,1.0,34.0,10.0,1.0,0.715,-0.580747552573499,4.0,-0.3706748331283819,-0.5182071050202752,0.14753227189189333
12845,V1,d09172021,6dDMA,final_decisions,1.0,1.0,29.0,1.0,1.0,55.0,25.0,Clia1n.jpg,Dekob1.jpg,12.0,25.0,1.0,55.0,25.0,1.0,0.612,-0.8857958119413538,-13.0,-0.5550901729932486,-0.07561028934459534,-0.4794798836486533
12846,V1,d09172021,6dDMA,final_decisions,1.0,0.0,30.0,0.0,0.0,66.0,53.0,Vinca1.jpg,Macc1n.jpg,33.0,13.0,0.0,53.0,66.0,1.0,1.354,1.3117363089416398,20.0,0.21945425443919125,-0.5182071050202752,0.7376613594594665
12847,V1,d09172021,6dDMA,final_decisions,1.0,1.0,31.0,1.0,1.0,44.0,25.0,Mackb1.jpg,Dekob1.jpg,15.0,25.0,1.0,44.0,25.0,1.0,0.5329999999999999,-1.1197648652429124,-10.0,-0.44444096907432856,-0.07561028934459534,-0.3688306797297332
12848,V1,d09172021,6dDMA,final_decisions,1.0,0.0,32.0,1.0,0.0,46.0,34.0,Lewb1n.jpg,Lasb1n.jpg,25.0,17.0,0.0,34.0,46.0,1.0,0.915,0.011579164645636882,8.0,-0.07561028934459534,-0.3706748331283819,0.2950645437837865
12849,V1,d09172021,6dDMA,final_decisions,1.0,1.0,33.0,1.0,1.0,2.0,25.0,Dekb1n.jpg,Dekob1.jpg,18.0,25.0,1.0,2.0,25.0,1.0,0.59,-0.9509517508354588,-7.0,-0.3337917651554086,-0.07561028934459534,-0.25818147581081324
12850,V1,d09172021,6dDMA,final_decisions,1.0,0.0,34.0,0.0,1.0,0.0,66.0,Monb1n.jpg,Vinca1.jpg,14.0,33.0,1.0,0.0,66.0,1.0,1.264,1.0451892861930283,-19.0,-0.4813240370473018,0.21945425443919125,-0.7007782914864931
12851,V1,d09172021,6dDMA,final_decisions,1.0,1.0,35.0,0.0,1.0,39.0,64.0,Kupb1n.jpg,Vincb1.jpg,12.0,13.0,1.0,39.0,64.0,1.0,1.517,1.7944825834752351,-1.0,-0.5550901729932486,-0.5182071050202752,-0.03688306797297336
12852,V1,d09172021,6dDMA,final_decisions,2.0,1.0,36.0,0.0,1.0,37.0,63.0,Deka1n.jpg,Lewia1.jpg,11.0,13.0,0.0,63.0,37.0,0.0,1.306,1.1695778968090471,-2.0,-0.5919732409662218,-0.5182071050202752,-0.07376613594594661
12853,V1,d09172021,6dDMA,final_decisions,2.0,0.0,37.0,0.0,1.0,0.0,66.0,Monb1n.jpg,Vinca1.jpg,14.0,33.0,1.0,0.0,66.0,1.0,0.777,-0.3971262702355668,-19.0,-0.4813240370473018,0.21945425443919125,-0.7007782914864931
12854,V1,d09172021,6dDMA,final_decisions,2.0,1.0,38.0,0.0,1.0,39.0,64.0,Kupb1n.jpg,Vincb1.jpg,12.0,13.0,1.0,39.0,64.0,1.0,0.8859999999999999,-0.07430820935113787,-1.0,-0.5550901729932486,-0.5182071050202752,-0.03688306797297336
12855,V1,d09172021,6dDMA,final_decisions,2.0,1.0,39.0,1.0,0.0,45.0,44.0,Lasc1n.jpg,Mackb1.jpg,12.0,15.0,0.0,44.0,45.0,1.0,0.769,-0.42081933892433226,-3.0,-0.5550901729932486,-0.44444096907432856,-0.11064920391892002
12856,V1,d09172021,6dDMA,final_decisions,2.0,0.0,40.0,1.0,0.0,10.0,34.0,Vinb1n.jpg,Lasb1n.jpg,13.0,17.0,0.0,34.0,10.0,1.0,0.748,-0.4830136442323416,-4.0,-0.5182071050202752,-0.3706748331283819,-0.14753227189189333
12857,V1,d09172021,6dDMA,final_decisions,2.0,0.0,41.0,0.0,0.0,18.0,21.0,Krab1n.jpg,Kupkc1.jpg,11.0,13.0,1.0,18.0,21.0,0.0,1.662,2.2239194534591085,-2.0,-0.5919732409662218,-0.5182071050202752,-0.07376613594594661
12858,V1,d09172021,6dDMA,final_decisions,2.0,1.0,42.0,1.0,1.0,2.0,25.0,Dekb1n.jpg,Dekob1.jpg,18.0,25.0,1.0,2.0,25.0,1.0,0.662,-0.7377141326365698,-7.0,-0.3337917651554086,-0.07561028934459534,-0.25818147581081324
12859,V1,d09172021,6dDMA,final_decisions,2.0,0.0,43.0,1.0,0.0,46.0,34.0,Lewb1n.jpg,Lasb1n.jpg,25.0,17.0,0.0,34.0,46.0,1.0,0.813,-0.2905074611361226,8.0,-0.07561028934459534,-0.3706748331283819,0.2950645437837865
12860,V1,d09172021,6dDMA,final_decisions,2.0,0.0,44.0,0.0,0.0,60.0,21.0,Kupc1n.jpg,Kupkc1.jpg,14.0,13.0,1.0,60.0,21.0,0.0,0.9079999999999999,-0.009152270457032886,1.0,-0.4813240370473018,-0.5182071050202752,0.03688306797297336
12861,V1,d09172021,6dDMA,final_decisions,2.0,1.0,45.0,0.0,1.0,57.0,63.0,Lassa1.jpg,Lewia1.jpg,18.0,13.0,1.0,57.0,63.0,1.0,0.915,0.011579164645636882,5.0,-0.3337917651554086,-0.5182071050202752,0.18441533986486666
12862,V1,d09172021,6dDMA,final_decisions,2.0,0.0,46.0,1.0,1.0,17.0,38.0,Picaa1.jpg,Krasa1.jpg,27.0,23.0,1.0,17.0,38.0,1.0,0.629,-0.8354480409777273,4.0,-0.0018441533986486927,-0.149376425290542,0.1475322718918933
12863,V1,d09172021,6dDMA,final_decisions,2.0,0.0,47.0,1.0,0.0,46.0,3.0,Lewb1n.jpg,Klib1n.jpg,25.0,23.0,1.0,46.0,3.0,0.0,1.225,0.9296855763352974,2.0,-0.07561028934459534,-0.149376425290542,0.07376613594594665
12864,V1,d09172021,6dDMA,final_decisions,2.0,1.0,48.0,0.0,0.0,42.0,39.0,Mackc1.jpg,Kupb1n.jpg,14.0,12.0,0.0,39.0,42.0,1.0,1.02,0.3225506911856831,2.0,-0.4813240370473018,-0.5550901729932486,0.07376613594594672
12865,V1,d09172021,6dDMA,final_decisions,2.0,0.0,49.0,0.0,0.0,66.0,21.0,Vinca1.jpg,Kupkc1.jpg,33.0,13.0,1.0,66.0,21.0,0.0,0.953,0.12412124091727245,20.0,0.21945425443919125,-0.5182071050202752,0.7376613594594665
12866,V1,d09172021,6dDMA,final_decisions,2.0,0.0,50.0,1.0,1.0,17.0,10.0,Picaa1.jpg,Vinb1n.jpg,27.0,13.0,1.0,17.0,10.0,1.0,0.5579999999999999,-1.0457240255905202,14.0,-0.0018441533986486927,-0.5182071050202752,0.5163629516216265
12867,V1,d09172021,6dDMA,final_decisions,2.0,1.0,51.0,1.0,1.0,44.0,56.0,Mackb1.jpg,Clib1n.jpg,15.0,11.0,1.0,44.0,56.0,1.0,0.594,-0.939105216491076,4.0,-0.44444096907432856,-0.5919732409662218,0.14753227189189327
12868,V1,d09172021,6dDMA,final_decisions,2.0,0.0,52.0,1.0,1.0,3.0,10.0,Klib1n.jpg,Vinb1n.jpg,23.0,13.0,1.0,3.0,10.0,1.0,0.536,-1.1108799644846252,10.0,-0.149376425290542,-0.5182071050202752,0.3688306797297333
12869,V1,d09172021,6dDMA,final_decisions,2.0,0.0,53.0,0.0,1.0,53.0,18.0,Macc1n.jpg,Krab1n.jpg,13.0,11.0,1.0,53.0,18.0,1.0,1.0659999999999998,0.4587858361460844,2.0,-0.5182071050202752,-0.5919732409662218,0.07376613594594661
12870,V1,d09172021,6dDMA,final_decisions,2.0,0.0,54.0,1.0,1.0,17.0,46.0,Picaa1.jpg,Lewb1n.jpg,27.0,25.0,1.0,17.0,46.0,1.0,0.544,-1.08718689579586,2.0,-0.0018441533986486927,-0.07561028934459534,0.07376613594594664
12871,V1,d09172021,6dDMA,final_decisions,2.0,1.0,55.0,1.0,1.0,55.0,25.0,Clia1n.jpg,Dekob1.jpg,12.0,25.0,1.0,55.0,25.0,1.0,0.9840000000000001,0.21593188208623856,-13.0,-0.5550901729932486,-0.07561028934459534,-0.4794798836486533
12872,V1,d09172021,6dDMA,final_decisions,2.0,1.0,56.0,0.0,1.0,37.0,64.0,Deka1n.jpg,Vincb1.jpg,11.0,13.0,1.0,37.0,64.0,1.0,1.3130000000000002,1.1903093319117166,-2.0,-0.5919732409662218,-0.5182071050202752,-0.07376613594594661
12873,V1,d09172021,6dDMA,final_decisions,2.0,1.0,57.0,0.0,0.0,42.0,37.0,Mackc1.jpg,Deka1n.jpg,14.0,11.0,0.0,37.0,42.0,1.0,1.104,0.5713279124177203,3.0,-0.4813240370473018,-0.5919732409662218,0.11064920391891997
12874,V1,d09172021,6dDMA,final_decisions,2.0,1.0,58.0,1.0,0.0,45.0,55.0,Lasc1n.jpg,Clia1n.jpg,12.0,12.0,0.0,55.0,45.0,1.0,0.7020000000000001,-0.6192487891927428,0.0,-0.5550901729932486,-0.5550901729932486,0.0
12875,V1,d09172021,6dDMA,final_decisions,2.0,1.0,59.0,1.0,0.0,25.0,44.0,Dekob1.jpg,Mackb1.jpg,25.0,15.0,0.0,44.0,25.0,1.0,0.777,-0.3971262702355668,10.0,-0.07561028934459534,-0.44444096907432856,0.3688306797297332
12876,V1,d09172021,6dDMA,final_decisions,2.0,0.0,60.0,1.0,1.0,34.0,38.0,Lasb1n.jpg,Krasa1.jpg,17.0,23.0,1.0,34.0,38.0,1.0,0.622,-0.8561794760803969,-6.0,-0.3706748331283819,-0.149376425290542,-0.2212984078378399
12877,V1,d09172021,6dDMA,final_decisions,2.0,0.0,61.0,1.0,0.0,38.0,3.0,Krasa1.jpg,Klib1n.jpg,23.0,23.0,0.0,3.0,38.0,1.0,0.7240000000000001,-0.5540928502986379,0.0,-0.149376425290542,-0.149376425290542,0.0
12878,V1,d09172021,6dDMA,final_decisions,2.0,1.0,62.0,0.0,0.0,63.0,39.0,Lewia1.jpg,Kupb1n.jpg,13.0,12.0,0.0,39.0,63.0,1.0,0.861,-0.1483490490035299,1.0,-0.5182071050202752,-0.5550901729932486,0.03688306797297336
12879,V1,d09172021,6dDMA,final_decisions,2.0,1.0,63.0,1.0,1.0,2.0,45.0,Dekb1n.jpg,Lasc1n.jpg,18.0,12.0,1.0,2.0,45.0,1.0,0.557,-1.0486856591766158,6.0,-0.3337917651554086,-0.5550901729932486,0.22129840783784
12880,V1,d09172021,6dDMA,final_decisions,2.0,0.0,64.0,0.0,1.0,0.0,18.0,Monb1n.jpg,Krab1n.jpg,14.0,11.0,1.0,0.0,18.0,1.0,0.976,0.19223881339747312,3.0,-0.4813240370473018,-0.5919732409662218,0.11064920391891997
12881,V1,d09172021,6dDMA,final_decisions,2.0,0.0,65.0,0.0,0.0,66.0,53.0,Vinca1.jpg,Macc1n.jpg,33.0,13.0,1.0,66.0,53.0,0.0,1.2309999999999999,0.9474553778518716,20.0,0.21945425443919125,-0.5182071050202752,0.7376613594594665
12882,V1,d09172021,6dDMA,final_decisions,2.0,0.0,66.0,0.0,1.0,0.0,60.0,Monb1n.jpg,Kupc1n.jpg,14.0,14.0,0.0,60.0,0.0,0.0,0.924,0.03823386692049801,0.0,-0.4813240370473018,-0.4813240370473018,0.0
12883,V1,d09172021,6dDMA,final_decisions,2.0,1.0,67.0,0.0,1.0,57.0,64.0,Lassa1.jpg,Vincb1.jpg,18.0,13.0,0.0,64.0,57.0,0.0,1.288,1.116268492259325,5.0,-0.3337917651554086,-0.5182071050202752,0.18441533986486666
12884,V1,d09172021,6dDMA,final_decisions,2.0,1.0,68.0,1.0,1.0,2.0,56.0,Dekb1n.jpg,Clib1n.jpg,18.0,11.0,1.0,2.0,56.0,1.0,0.5660000000000001,-1.0220309569017552,7.0,-0.3337917651554086,-0.5919732409662218,0.25818147581081324
12885,V1,d09172021,6dDMA,final_decisions,2.0,1.0,69.0,0.0,0.0,42.0,57.0,Mackc1.jpg,Lassa1.jpg,14.0,18.0,0.0,57.0,42.0,1.0,1.074,0.4824789048348498,-4.0,-0.4813240370473018,-0.3337917651554086,-0.14753227189189327
12886,V1,d09172021,6dDMA,final_decisions,2.0,1.0,70.0,1.0,0.0,56.0,55.0,Clib1n.jpg,Clia1n.jpg,11.0,12.0,0.0,55.0,56.0,1.0,0.787,-0.36750993437460994,-1.0,-0.5919732409662218,-0.5550901729932486,-0.03688306797297325
12887,V1,d09172021,6dDMA,final_decisions,2.0,0.0,71.0,0.0,1.0,53.0,60.0,Macc1n.jpg,Kupc1n.jpg,13.0,14.0,0.0,60.0,53.0,0.0,1.227,0.9356088435074889,-1.0,-0.5182071050202752,-0.4813240370473018,-0.03688306797297336
